HITId,Input.text,Answer.sentiment.label
3KQC8JMJGCZWY62U4K9NK3EGMM2H3Z,@CharlesMBlow @hm no way this was an accident @hm. Disgusting,Private
3QMELQS6Y5I8KJ3FJRJF5AS6JM2R6C,An accident at the Zoo with an ancient gem artifact leaves Nanefua with a new power - pyrokinesis!,Private
3A3KKYU7P3OFHI5T5102H5X911WMWK,@ChouhanShivraj Ignoring of tragic ruls. Lack of experience. In driving the result accident.,Private
3W9XHF7WGK2SZD1WPKIBF8Y682JTKW,"If anyone asks, you tell them it was an accident.",Private
359AP8GAGGRNIHS1K4YCMTTGEWJC7Q,@JamilSmith He is a Damn accident,Private
3R868ACW4SJJJ3EC5LME347UMHOGZW,@R34_RarityBelle ?But was it accident??,Private
31S7M7DAGGX3JJJEAKUCU8BLX2OTLZ,"@JBanks_27 please give Scotty Cole's family some prayers, as he lost his sister today in a car accident. ?",Private
39WICJI5ATZIPR2OA6FUKAILICJ3ZB,"...that we shouldn?t cure cancer because some of the survivors would die from heart disease or car accidents.""????????",Private
3D3B8GE892YAQPPY46I2KPJT85MP9T,@nitin_gadkari Too many road accident happens due to rash and drunken driving All these drivers license should be cancelled and penalised,Private
3UOMW19E6DD8VDEIWBJFO9FKNQOC5B,Trying to make yourself laugh in a surfing accident.,Private
3ZZAYRN1I6YBP4MBNCA4MPFFS7TTOG,Sheree is full of shit. I'm not buying her story about the accident. She was late and unprofessional and just made up an excuse. #RHOA,Private
3I7KR83SNAK9FYSIREDUO8XUEVG9KC,@K24Tv @eriknjoka No I don't support it anymore and they should ban also lorries cause the accident always include them,Private
3NQUW096N6FKZ4A0CEPV38A93VL9LF,accident:US 75 southbound Mockingbird Ln Dallas various Lns blocked,Private
3I4E7AFQ2K6XOTVE7ZIZETYTTDJJTN,accident:IH 635 westbound Forest Ln Dallas various Lns blocked,Private
3BDORL6HKKKX00CGTIWIRAKGF8DRC4,accident:IH 30 eastbound Lawnview Ave Dallas various Lns blocked,Private
3BJKPTD2QCJEMHERF4R8GKKK3UDTRP,CLEARED - accident:IH 35E northbound Beckley Ave Dallas various Lns blocked,Private
3GKAWYFRAP0MTF2FGMN46L2JZQ1PDA,CLEARED - accident:IH 35E northbound Belt Line Rd (Carrollton) Carrollton various Lns blocked,Private
3OZ4VAIBEXMC1LZ3CUIEFBMEQYZJV3,CLEARED - accident:I-635 W westbound Dallas,Private
3EHIMLB7F76IZ380G14JBKMR28UH8R,CLEARED - minor accident:US-75 S southbound Dallas,Private
302OLP89DZE51JQZR7AWWKV6F4PCAH,Pretty sure i will die via car accident one day,Private
3EN4YVUOUCZ45A4YC9JW3WJZ697JX6,"@BookishRose_ (laughing softly) I wouldn't care about the car, not really. (he finishes his drink) I just don't fancy another accident.",Private
32L724R85LR31QI180OFXIIWRV9PIC,"I've one thing left from what Magenta has been expanded It's a beautiful to let the bureau of a small accident to all bad,",Private
3BJKPTD2QCJEMHERF4R8GKKK3UDRTN,CLEARED - minor accident:I-35W N northbound Fort Worth,Private
3D5G8J4N5AB6FOV8OOWIHH9NO0QTVI,CLEARED - accident:I-35W N northbound Fort Worth,Private
3W5PY7V3UPET5FU8H55YMAQ88F1JYC,@Deligracy @YouTube No hate at all to you but y do u still talk about this accident I?m in no way defending him,Private
36JW4WBR06RREIINOFAPLC3DPC7FH6,"Holy shit I just realized, I drew him in the you know I had to do it to em pose by accident",Private
37OPIVELUUAWIR1FDZOX7BSMSWUHAV,"@leesujink I just heard that you had an accident. How are you feeling, Sujin?",Private
3EQPA8A3743TA54DDR7H0HZAE95JZ3,"@Danktapus @Daidus_OTL I read ""SQUIDLASER"" by accident",Private
37VE3DA4YUO11167JDOT2MCSAEFHBQ,?Poverty is not an accident. Like slavery and apartheid it is man-made and can be removed by the actions of human beings? ? Nelson Mandela,Private
3WJGKMRWVIG3ZQTBBH1YML3C07MCDJ,"Never Have I Ever, Ever: grabbed my friend boner by ""accident""",Private
3G4VVJO6PZNU7L8P839RAYX9JZYPKN,@ActualAleisha Griffith did nothing on accident,Private
3H1C3QRA01Q8RW7B7CCIS3LX0JNCEC,"if youre a journalist or industry person who's said something mean to me, you may notice one of these went up near ur home. not an accident.",Private
3W0XM68YZP2RQTPNN1Y192FBGJSK1E,@BProdah @KKontrol_ @akaiHcks She was. Nothing he can do now but love her. What happened if you were a accident?,Private
335HHSX8CDCUGY4RX9FZXC0SDZRHDX,yes I bought weed socks on accident im 10,Private
33QQ60S6ASP5M09HLWY31K5ZDIKU0I,@iamzavagno It?s right to say park rides are safe. Same as getting on a plane. You can tell that by how much news an accident makes.,Private
3IKMEYR0LW2YFE7J65YFELPG8P6K2V,"being as how he suffered a strange musical accident when he was a boy,",Private
3UYRNV2KIT6A9ZUBJZZWG4JNOK3N86,I?m pretty sure my true love died in a tragic accident two years ago. Only way to explain my love life. #soulmate #OverIt,Private
3B0MCRZMBR1VIC55LVEZ6FJ8D94PPO,I like how @foodgod will sometimes faint ?by accident? ????????,Private
3N5YJ55YXGAOSNNQGXJACVPIE83NAA,"@MarkB18821332 @LGF_StPancake @SteveSGoddard @stevenmosher yeah, adjustments matching CO2 almost exactly was just a happy accident",Private
3IKDQS3DQE7K719X3V29DIJPSCUCIL,I sniffed an accident and it's,Private
3W31J70BAS3BDWZL3YNLQYY2KGJCKW,My first accident with UBER....Love you for this awesome experience and keeping me alive.,Private
38LRF35D5L313S8E4JGM3I36GU4U3D,im sorry. i havent been able to stop shitposting since the accident,Private
3P7QK0GJ3TST4965661P10DTCYJZ2W,@ilyAudieeee ???? yeah 5 is definitely no accident.,Private
3PKJ68EHDN37JK4J751A0AV5IJOHJB,@WhosAGoodJesse @Me It was a happy accident,Private
3YOAVL4CA0O37NLSAKKDUFARWCFZ4S,(its funny because i actually call people summer a lot by accident??????),Private
3U18MJKL1UTCL2KO0BF1IQF6EBOCN1,I was almost in a car accident today and I know I should be scared but I'm not and it worries me,Private
3ZTE0JGGCEZU3NK01QFEXFFB4LTCOG,@Jessie_Rich_ Evie got In a accident on the highway Daisy said the truck came from bhind her and Evie want out the windshield glass,Private
3P520RYKCHD4H7VII24FIF1QUQVU53,WAS an accident. It WAS an accident. It _ ....ccident.,Private
378G7J1SJL5H5UDGO3CJ4XS0SZ5WE5,@OMGchad Eeerrmm did you tell elexa(the robot thingy) To search that then tweet an image of it on accident,Private
3HO4MYYR12V00BVWNLEKALFQQL6U6J,god i hope fave trainees are okay specially lee sujin.... she will leave mixnine because of that accident,Private
344M16OZKIMRI042W2LW8EF9ZN1NE5,I got into a car accident last night and I think I?m still in shock,Private
30QQTY5GMKRJ4B916VJCGZFMLWQU7I,Omg yes BABS!!!! I got to hang out with her for my 43rd birthday it was by accident but nonetheless I had a blast,Private
3NOEP8XAU490RL7W7MOG0S5BF8DPXC,Cars 3 - Gus the taxi kills Lightning Mcqueen on accident,Private
391FPZIE4CTGX0FDJ45O7C4GZZMHU7,So I bought a $20 scratcher by accident and.... I didn?t win anything,Private
32XN26MTXZQ23AMNCI62AX9G0RS0LV,@PokemonGOHubNet Was the double pass an accident then?,Private
38RHULDV9YMTLZF2KM2APCQSKSCWIE,"Allen Rails, ladies and gentlemen. After his parents death in a tragic railroad accident, he gained the power to summon ghost trains.",Private
3SSN80MU8CVZGUAGUUJ84BJCLY7XKJ,@dragonian3333 @RealOmarNavarro Or have an ?accident?.,Private
375VMB7D4JQUCTFB3RXKXO17DC7DIN,and how crazy that one word that meant nothing became something triggering after one accident.,Private
3O2Y2UIUCQ1IG8JVU0DMY4J5HTBKFF,"when you tryna play fortite with the homie, he's says he's taking a piss, takes ten minutes and then tells u he in a car accident",Private
3TLFH2L6Y9VXIXX60EC7FCCCR2XT2A,Sheree is clearly shaken; car accident or not. I?m proud of her for coming. #RHOA,Private
32TMVRKDGN5ONRK51UK0HVDNX3984X,@monbebeasfuck i consider myself a beautiful accident ?,Private
3MWOYZD5WVVDURHRQGOSDQ9N3P7NO9,Everyone plz be careful on flower rd! Not all of it is plowed & we almost got into an accident going slow!! Be safe!,Private
33J5JKFMK659BZ1XNAWHTH6HD9YQ34,@kylekuzma was the miss on the high 5 for @joshhart an accident? We need answers ?? ??????,Private
3TCFMTM8HEVW9DLXYVSX96THZJ721B,@ItzRavi___ Sema plan.. 3 accident pannalam oru driving license vachu,Private
3RTFSSG7T8DVB0N85PZNHSIK1W6WLS,"My prayers go out to one of my closest friends, crystal, and everyone else that was in the accident ??",Private
3UEBBGULPFVWJ4O7OEHO4RS3JK9UFM,I keep opening the Disneyland app by accident lol.,Private
3A9LA2FRWSL8E498O9GBRJ3KTH3HXZ,"I'm edgy on accident, not on purpose. ??",Private
3CKVGCS3PGCP7NHDWR33MJNBSLZS00,@babyIoser a beautiful accident,Private
3K8CQCU3KE8LZ0QTH2F2UKM96R6WNU,I turned myself on... by accident. ??,Private
3SX4X51T80G6A8N2HCJNRKPN4I9AOD,"@fuckhyunsuck I feel sad , She is well and good habit but why she get accident . It is bad for her.",Private
3AC6MFV69KPXJZ9NPR4WO4JV1H1HZW,"seems to be like everytime there?s an accident they call @HousePhon3 first lmao , he?s always pulling up",Private
302U8RURJZ88KBQORSA68I3VZI4NVB,Jons dead ass asleep and just decked me in the face on accident. His sleep spasms are gonna get me killed,Private
35F6NGNVM8Q44YUC6QT2B3TK2IJT7Q,Why are income protection insurance ads full of crass people asking their coworkers how they paid the bills after a debilitating accident?,Private
37PGLWGSJTD2QZLLV8J711WXXL3KI6,@Push_Sami_Zayn He block my bf by accident once.An my bf insulted the whole NXT roster an even Triple H justto get Sami to unblock him.??,Private
3JHB4BPSFKGVQ1QD4JXRKU93D18Q9L,"@OriginalJoEdge Strange as it may seem, an orange before bed does help my stomach. Found out by accident. Don't know why. But it saves pills",Private
3CO05SML7VCD68H0H23YW9IF6JH0RL,@Koga1Framesuma I do. I have been really busy with work and personal. My dad got into an accident and has been in the hospital :(,Private
3PIOQ99R7YT87W1OM201CW1CLBVNUM,@SitaramYechury And in what way this can be attribued to BJP. It was an accident.,Private
3CKVGCS3PGCP7NHDWR33MJNBSL00S9,You say you accidentally found the necklace in the Adelia Stream... But was it really an accident?,Private
3NKW03WTLME62X3LXU7JYEHEB2TWQH,@boysofmix9 im sad bc sujin got into car accident. now im angry at the possibility of this happen. ????,Private
3TZ0XG8CBURPKXQHIPGRY3O3JVN89T,as well as left-handed musicians.Due to an unexpected accident in one of their live performances,Private
374UMBUHN5WAGFP8X71DRPLY3TATCJ,The Dinkster DIES in a CAR ACCIDENT ?!?!? | YOU'LL BE SHOCKED ??,Private
341YLJU21I679JHV62D315A3GLHI2I,@The_Trump_Train @Ms_TerryAnn @realDonaldTrump Its probably just a accident...I mean they're upstanding people...just ask them,Private
34YWR3PJ28HX343CQ19QLR437020XH,Phoenicia/Shandaken Ambulance Accident w/serious injuries Route 28 & Lower Winne Rd m/a Olive Co. 2 to scene,Private
3PZDSVZ3J5O9QY797W9JZS3IMY84NH,actively climbing is cool until YOU GET INTO AN ACCIDENT AND THEN GET A LUNG INFECTION AND IT'S BEEN 3 WEEKS,Private
306W7JMRYY588Q5EG9UNP9JT7VQ8B3,Phoenicia/Shandaken Ambulance Accident w/serious injuries Lower Winnie Rd/Route 28 M/A Olive w/manpower,Private
3FJ2RVH25ZDEYIOS287QOCB0XVV29K,How can you be mad at me for something I did in accident and you?ve done before but on purpose ... okay,Private
3XBYQ44Z6PBJUDVDEY1E3JS1V9SWTV,@pc_why Dbbdbdd that was an accident. I?m :((,Private
3Z3R5YC0P3UHJR9IO9REZV61062TFU,Stephen Miller is the kid who stepped on your pet mouse when you were a kid and pretended it was an accident but showed no remorse,Private
3YZ7A3YHR50O2U3ETX9F3EJ29TAS5L,everyone is about to have problems accidentally writing 2017 on their papers but i?m over here still writing 2014 on accident.,Private
3GKAWYFRAP0MTF2FGMN46L2JZQ2DPZ,@iamreallydannyg @goldenglobes So think the Best Director nominees have traditionally been male and white by accident? Christ.,Private
3MGHRFQY2LWM39TMVXVS45BC96W0YN,Pierre Bourne birthed his career on accident,Private
3J6BHNX0U9ZU40WCSOWZ69SEJKXKNM,"@sledgeamar1 Just a little accident. No worries, I'm fine :)",Private
3QD8LUVX4X5WYBPDN7F22M0UO8D5X7,Ended up going on a 6-mile bike ride today by accident. wew lad.,Private
3WRAAIUSBJ6T4H1UI36JAXGGGMEAXI,I keep super liking people by accident,Private
3Y40HMYLL1PDJQFSO8NAAYSANP5XUG,You'd be stupid to think he hasn't killed innocent people (accident or not) in his one man war against crime.,Private
3G4VVJO6PZNU7L8P839RAYX9JZYKPI,"@B75434425 NoKo gonna have a satellite accident,,?",Private
386659BNTLOPD3IJJ8OJQI022LN10Q,soojin from favegirls got injured in a car accident;;;;; enough to have to get surgery i hope shes ok im worried,Private
3SMIWMMK61CYUQA2E3RO8FE3ENZWUM,sometime u replace the word nurturing with neutering by accident and its very casual,Private
3D1UCPY6GGG35V111GFH7QLHJ3D387,@myouisms Yet that accident is going around the internet taunting people for 3 likes from her mutuals.,Private
336OE47KI2RY75Z2JT1T41GMSU8WVB,i keep drawing things on different layers by accident and it looks so funny when i hide layers jfaklsdjl,Private
30Y6N4AHYP375SIUTERTBG2Y08QDRR,@RealitySweets She got into an accident.,Private
3PCPFX4U40X4RBHQ75XJUQVEGZ4FQ3,@willmoriarty86 @mrs_hippiequeen Accident?,Private
39O6Z4JLX24DW54STYXF6KUT1WEXV5,Listening to talksport. What the fuck you talkin about lad? You sound like me uncle after the accident. @Joey7Barton,Private
3R6RZGK0XFJ2WAU2YUJHPY12328VY9,@ClassicFM973 #fpn what if the assurer died from accident without being sick what happens to the money?,Private
36FQTHX3Z3YM7TZ84SZRYSBIR9Y3B6,@ayandamsweli46 truck accident on N3 to Jhb before Mooiplaza traffic heavily backed up,Private
3TFJJUELSHWGWGVVESHHQ2C83GY2C1,"on purpose, not by accident",Private
3IHWR4LC7DKIVYJKMJM4BWN62L9I8L,"@ada4058 Yes, but there was a tailback here: Someone apparently drinking and driving had caused an accident.",Private
3VLL1PIENQV7BGVAT4ZM8DGWD3FZO2,Just got in my first car accident ?? bitch rear ended my brand new baby but nothing happed thank the lort,Private
31KPKEKW4AKQQ10BL5H8WUDBOXEB0J,I breathed in my face wash by accident :(,Private
3PCPFX4U40X4RBHQ75XJUQVEGZ3QFD,"My ""boyfriend"" elbowed me in his sleep and now I have a fat lip... I'm not actually sure if it was an ""accident""... or if it's herpes.",Private
3TCFMTM8HEVW9DLXYVSX96THZJ712A,"BPD 911 Dispatch: AUTO ACCIDENT | SB I 100 S/W 29TH ST | Thu, Dec 28th 2017, 8:33 am | Low | P173620490",Private
3VDI8GSXAF04Z7DPWVM1QKAQN8I8GK,@R_Sigurdson apparently we're treating him better now. He rode a motor bike around the world and only got into one accident...,Private
3HXK2V1N4KMTDSB0GED0GTXN18Q2GB,@amirulruzainy Ok tak aru? Accident ke.,Private
3B623HUYJ4X7PCMGRVGIFYTTBJBS8N,"@DatingSims yeah, but my point with him, was he knew exactly what he was doing when he doomed the world accident my ass",Private
3YGE63DIN84IE4YMGWD4J8QWYYVW0J,@laurenduca Thanks! Threw mine out on accident a month ago and this thing is starting to stink!,Private
30IRMPJWDZQFJYO4LVDGFTXOKHMKRA,"@BhartiAXAGI 3/ the insurance policy no. Is F1039757C1213865 , accident date is 04-03-2017",Private
3X2YVV51PUBILTJ4CFH4XD963Q1W1M,"Kyuhyun had pneumothorax disease, not because of an accident. He was had a pneumothorax disease since college.",Private
32PT7WK7DMMFMQXSIOQXTIZIUUA3DD,"Lee Soo Man once cancel his schedule to visit the USA, it was because him wanted to see Kyuhyun in the hospital after the accident.",Private
3UEBBGULPFVWJ4O7OEHO4RS3JKAFU8,@SimonZeeeZeee It's fine I'm sad but we break up before she got in the accident ??,Private
3IV1AEQ4DRKEQ93Q4174NX26F0Z8JO,@_rubezz Dude let?s say I had a little accident rn with some girl ??????????,Private
3Y40HMYLL1PDJQFSO8NAAYSANP5UXD,@couchdefiler2 climbed over a fence with my loaded shotgun and blew off my cock and one ball in a milf hunting accident,Private
30EMX9PEVKQRKDOH0KDL532K6J5KSY,@afycsoera i @ myself on accident,Private
38O9DZ0A62URGZMU414E42KY7UN62D,@patmacleod1 It wasn?t by accident,Private
3B9J25CZ25K91FCT87WNHKPC1AWSCT,Ate peppermint candy corn on accident and my mouth tastes like rumple minze now ??,Private
38XPGNCKHT7MY3GI9NVA99XV81A4VY,@yuelsocie @noctislovemaiI not since the accident,Private
35YHTYFL1GAWWJD7T4RT0DUMXRJFVX,@Jacks_Alanis22 Hey hey it was in accident ??,Private
3P4ZBJFX2VA9B8DCJEWPMFD040LFW7,@TheBarfiGirl @ShashiSumeet @sumeethmittal @SonyTV How's Ratan responsible for Diya's accident??,Private
38G0E1M85MCLF1AXOTMSMDVP7EXUVA,i?m not sure why her path crossed mine accident or grand design maybe God just kinda likes cowboys and angels ??,Private
34F34TZU7W634U11OKY3D6P3T072JF,"Update: ALERT: Accident; I-20 EB: Six Flags Pkwy WB only (MP 47.4), Cobb Co, all lns blkd, Ocrd: 11:19PM, Exp clr: 11:49PM.| 11:39P",Private
3538U0YQ1F1CKABO9ULNHI2367Q3FO,For me it can be quite th opposite. My friends at work get me going by accident sometimes. It?s really just flirting by accident.,Private
324N5FAHSXI7C55LUFIQGQMR5NZKV3,That ?it?s okay? Subaru commercial is so unrealistic bc my folks would beat my ass first if I got into an accident,Private
3KTZHH2ONIM4RH9B7YKW3PUNJUU8MS,@O2 Hi can you tell me if the o2 store in the metro centre Gateshead has any iPhone 8s in stock? Just had an accident with mine ??,Private
39XCQ6V3KYBJFW5HMK6C29NAR4E65E,This girl lost her uncle in a tragic accident but still managed to score 7 distinctions..Big up girl...Name withheld due family request.??????,Private
3IKMEYR0LW2YFE7J65YFELPG8P72KE,@slganisan26 Accident ke? All okay?,Private
33KGGVH24UOXATOUMKDQZWNDCS7X1G,"I'm sorry, it was me who shaved Ichimatsu's eyebrows off. it was an accident and i am Deeply Sorry",Private
31MCUE39BKTIYA7JKER5Z32F7MQ3GN,"so, I just called my brother yoongi by accident omg",Private
3UYRNV2KIT6A9ZUBJZZWG4JNOK48NS,"@fullbright Re: Shot from the North Hello, Swing the camera around and jump by accident. Best, Sent from my iPhone",Private
3ZQX1VYFTDCSRKUNKEZ9VTJSEU98O7,@jemjoven Think I ended up tweeting about the golden globes like four times tonight by accident. Apologize for nothing.,Private
3ICOHX7ENCIOX4CVVWJYX2JWRURE0M,@SaimGamesMaster @iiPizzaTacco WTF DID THE LINKS DO I CLICKED IT ON ACCIDENT AND NOTHING HAPPEND saim pls tell meh,Private
3R15W654VD0QR3RMTG0HP30YDVPQLI,"@Hava_Batia18 If so, it was an accident. Thought I was liking Britt?s post. Thank you for bringing it to my attention.",Private
